,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula
2,,,,CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O,,,didemnin X,['pubchem:44592545'],,,1666.9320930399992,C82H130N12O24
3,,,,CCCCCCC[C@H](CC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H]2[C@@H](OC(=O)[C@@H](N(C(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C(=O)[C@@H](OC(=O)C[C@@H]([C@@H](NC2=O)[C@@H](C)CC)O)C(C)C)C)CC(C)C)C)CC4=CC=C(C=C4)OC)C)O,,,didemnin Y,['pubchem:44592546'],,,1794.9906705359992,C87H138N14O26
0,,,,,,,dkxanthene,,,,,
0,,,,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1,,,epothilone B,['npatlas:6085'],,,507.265459032,C27H41NO6S
0,,,,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,,,epothilone,['pubchem:448013'],,,507.265459032,C27H41NO6S
0,,,,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,,,epothilone,['pubchem:448013'],,,507.265459032,C27H41NO6S
0,,,,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,,,epothilone,['pubchem:448013'],,,507.265459032,C27H41NO6S
0,,,,C/C=C/[C@@H]1C=C[C@@H]2C[C@@H](CC[C@H]2[C@]1(C)C(=O)C3=C(N([C@H](C3=O)CO)C)O)C,,,fusaridione A,['pubchem:5458342'],,,373.22530847199994,C22H31NO4
0,,,,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,,,FR901228,['npatlas:16792'],,,540.207626872,C24H36N4O6S2
0,,,,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC)\C=C(C)/C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)C(C1)OC,,,FR-900520,['npatlas:3615'],,,791.481976648,C43H69NO12
0,,,,CC(OC(C)=O)\C=C/C(=O)NC1CC(C)C(C\C=C(/C)\C=C\C2OC(C)(O)CC3(CO3)C2O)OC1C,,,FR901464,"['npatlas:15806', 'pubchem:10553647']",,,507.2832172719999,C27H41NO8
0,,['Antifungal'],,O=C(NCCC(O)C1C(O)=C(C(/C=C/2)=O)C(N1)=O)/C=C\C[C@H]([C@]3([H])[C@]4([H])[C@@]5([H])[C@@](C[C@H](C=C)[C@@H]5C)([H])C3)[C@H]2CC4=O,,,frontalamide B,,,[M+H]+,508.25733687199994,C29H36N2O6
0,,,,CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)/C=C\[C@@H](NC1=O)C)O,,,glidobactin,['pubchem:6439229'],,,520.326085128,C27H44N4O6
0,,,,,,,guadinomine,,,,,
0,,,,,,,heat-stable antifungal factor,,,,,
0,,"['Antifungal', 'Cytotoxic']",,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,,[{'target': 'actin'}],hectochlorin,"['npatlas:11115', 'pubchem:636718']",,,664.108278028,C27H34Cl2N2O9S2
0,,,,CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#CBr)=C\Cl)=C\C(=O)N1C(C)C=CC1=O,,,jamaicamide A,['npatlas:13036'],,,566.1546974120001,C27H36BrClN2O4
1,,['Sodium channel blocking'],,CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O,,[{'target': 'Sodium channel blocking'}],jamaicamide B,"['npatlas:374', 'pubchem:49787032']",,,488.244185344,C27H37ClN2O4
2,,,,CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC=C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O,,[{'target': 'Sodium channel blocking'}],jamaicamide C,"['npatlas:1111', 'pubchem:49787033']",,,490.259835408,C27H39ClN2O4
0,,,,C[C@@H]1C[C@H]1/C=C\[C@H]2C[C@@H]2[C@@H]3C[C@H]3[C@H]4C[C@H]4[C@@H]5C[C@@H]5/C=C/C=C/C(=O)NC[C@H]6[C@@H]([C@H]([C@@H](O6)N7CCC(=O)NC7=O)O)O,,,jawsamycin,['pubchem:101991492'],,,565.3151860959999,C32H43N3O6
0,,['Antibacterial'],"[{'moiety': 'N-Methyl-Tetramic acid', 'subcluster': ['ABB05101.1', 'ABB05099.1']}]",CC(C)C(O[C@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)\C=C(C)\C=C\C=C\C=C\C=C\C(=O)C1=C(O)C(CCC(O)=O)N(C)C1=O,,,α-lipomycin,['chebi:80123'],,,587.30943202,C32H45NO9
0,,"['Antibacterial', 'Cytotoxic']",,[H][C@@]12C=C[C@]3([H])C(C)=CCC(O[C@H]4C[C@](C)([C@H](NC(=O)OC)[C@H](C)O4)N(=O)=O)C(C)=C[C@@H]4C=C(CO)[C@@H](C)CC44OC(=O)C(=C4O)C(=O)[C@]3(C)[C@@]1([H])[C@H](C)C[C@@H](C)[C@H]2O[C@@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@@H](O)[C@@H](OC)[C@H](C)O3)[C@H](C)O2)[C@@H](O)[C@H](C)O1,,,lobophorin B,"['npatlas:11650', 'pubchem:44566672']",,,1186.6036079,C61H90N2O21
0,,,,,,,locillomycin,,,,,
0,,['Inhibitor'],[{'moiety': 'pyrrolquinoline'}],CO\C=C\C(=O)C1=NC2=C3C(C=NC3=C(N)C=C2NC(C)=O)=C1,,[{'target': 'mTOR'}],lymphostin,['npatlas:9688'],,,310.10659030799997,C16H14N4O3
1,,['Inhibitor'],[{'moiety': 'pyrroloquinoline'}],CCC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO,,[{'target': 'mTOR'}],neolymphostinol B,['npatlas:15444'],,,312.12224037199996,C16H16N4O3
2,,['Inhibitor'],[{'moiety': 'pyrrolquinoline'}],CC(=O)NC1=CC(N)=C2N=CC3=C2C1=NC(=C3)C(=O)CCO,,[{'target': 'mTOR'}],lymphostinol,['npatlas:884'],,,298.10659030799997,C15H14N4O3
3,,['Inhibitor'],[{'moiety': 'pyrrolquinoline'}],CCC(=O)NC1=C2N=C(C=C3C=NC(=C23)C(N)=C1)C(=O)C=COC,,[{'target': 'mTOR'}],neolymphostin B,['npatlas:18570'],,,324.12224037199996,C17H16N4O3
0,,['Inhibitor'],,NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(C)=O)=C1,,[{'target': 'mTOR'}],lymphostin,,,[M+H]+,310.10659030799997,C16H14N4O3
1,,['Inhibitor'],,NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(CC)=O)=C1,,[{'target': 'mTOR'}],neolymphostinol B,,,[M+H]+,312.12224037199996,C16H16N4O3
2,,['Inhibitor'],,NC1=C(N=C2)C(C2=CC(C(CCO)=O)=N3)=C3C(NC(C)=O)=C1,,[{'target': 'mTOR'}],lymphostinol,,,[M+H]+,298.10659030799997,C15H14N4O3
3,,['Inhibitor'],,NC1=C(N=C2)C(C2=CC(C(/C=C/OC)=O)=N3)=C3C(NC(CC)=O)=C1,,[{'target': 'mTOR'}],neolymphostin b,,,[M+H]+,324.12224037199996,C17H16N4O3
0,,"['Antibacterial', 'Antioxidant']","[{'moiety': '3,6-dimethylsalicylate', 'subcluster': ['ABY66020.1', 'ABY66019.1', 'ABY66018.1', 'ABY66017.1']}]",COC1=C2C(=C(C=C1)[C@H](CC(=O)N3C[C@H]3/C/4=C/C#C[C@H](O2)[C@]5([C@H](CC=C5C#C4)O)O)O)Cl,,[{'target': 'DNA'}],maduropeptin,"['pubchem:102505401', 'chemspider:21805429']",,,453.0979150399999,C24H20ClNO6
0,,,,COC(\C=C\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\OC)=C/C(=O)OC,,,melithiazol A,['npatlas:8025'],,,422.13339931199994,C20H26N2O4S2
0,,"['Antifungal', 'Cytotoxic']",,COC(\C=C\C1=CSC(=N1)C1CSC(=N1)C(C)=C)C(C)C(\OC)=C/C(=O)OC,,[{'target': 'respiratory chain inhibitor BC-I complex'}],melithiazol A,['npatlas:8025'],,,422.13339931199994,C20H26N2O4S2
0,,,,CC\C1=C/CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CCC2C)CC(O)C(C)C(O)CC(O)CC(O)\C(C)=C\C(C)CC(C)C1O)C(\C)=C\C(C)C(C)O,,,meridamycin,['npatlas:13430'],,,821.5289268399999,C45H75NO12
0,,,,CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O,,,meridamycin,,,,821.5289268399999,C45H75NO12
0,,,,CC\C1=C/C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H](CC[C@H]2C)C[C@H](O)[C@H](C)[C@@H](O)C[C@@H](O)C[C@H](O)\C(C)=C/[C@@H](C)CC(C)[C@@H]1O)C(\C)=C\[C@@H](C)[C@@H](C)O,,,meridamycin,,,,821.5289268399999,C45H75NO12
0,,"['Antibacterial', 'Siderophore']",[{'moiety': '6-pentylsalicylic acid'}],OC1=C(C2=N[C@]([C@@]3([H])SC[C@]([C@@H](O)C(C)(C)C4=N[C@](C(O)=O)(C)CS4)([H])N3C)([H])CS2)C(CCCCC)=CC=C1,,,micacocidin,,,[M+H]+,565.210269728,C27H39N3O4S3
0,,,,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,,,microcystin,['pubchem:6437057'],,,994.548767808,C49H74N10O12
0,,['Hepatotoxin'],[{'moiety': 'D-erythro-beta-methylaspartic acid'}],C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,,[{'target': 'Eukaryotic protein phosphatase 1 and 2A'}],microcystin,['pubchem:445434'],,,994.548767808,C49H74N10O12
0,,"['Cytotoxic', 'Inhibitor']",,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,"['cyanoginosin lr', 'toxin i cyanobacterium']",[{'target': 'Eucaryotic protein phosphatases type 1 and 2A'}],microcystin LR,"['pubchem:445434', 'chebi:6925', 'chembl:444092', 'chemspider:4941647']",,,994.548767808,C49H74N10O12
0,,,,CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2C(CCC(C2=O)NC(=O)[C@@H](NC1=O)CCCN=C(N)N)O)[C@H](C)CC)C)CC3=CC=C(C=C3)O)[C@@H](C)CC)C,,,micropeptin K139,['pubchem:101096212'],,,986.543682428,C47H74N10O13
0,,['Antifungal'],,CN1CC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)NCC(=O)NC[C@H](O)CC(=O)N[C@H]([C@H](O)[C@@H](O)CC=CC=CC=CC2=CC=CC=C2)[C@H](O)C(=O)N[C@@H]2CC(=O)N[C@@]2(O)CC1=O,,,microsclerodermin M,['npatlas:8944'],,,886.386119168,C44H54N8O12
0,,,,CO[C@@H]1[C@H](O)[C@@H](CN)O[C@H]1O[C@@H]([C@H](NCCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)N[C@@H](C(C)C)C(O)=O)[C@@H]1CCNC(=N)N1)[C@@H](O)C(C)C)C(O)=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,,,muraymycin C1,['npatlas:6302'],,,945.440339556,C38H63N11O17
0,,,,C1CCN(C(=O)C(C1)NC(=O)CCOC(=O)C(CCCCCN(C=O)O)NC(=O)C2CO/C(=C\3/C=CC=CC3=O)/N2)O,,,mycobactin,['pubchem:5748534'],,,591.254042384,C27H37N5O10
0,,,,C[C@@H](CO)NC(=O)/C(=C/C=C/C=C\C=C\C(=C\[C@@H](C)[C@H](/C(=C/C(C)C)/C)O)\C)/C,,,myxalamid,['pubchem:5282085'],,,401.292994108,C25H39NO3
0,,,,C\C=C\C=C\C=C\C=C\C=C\C=C\C=C\C(=O)N(C)[C@H]1[C@@H](C)OC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC1=O,,,myxochromide S1,['npatlas:1302'],,,722.400312688,C38H54N6O8
0,,"['Antifungal', 'Cytotoxic']",,COC(\C=C\C1=CSC(=N1)C1=CSC(=N1)C(C)\C=C\C=C\C(C)C)C(C)C(\OC)=C/C(N)=O,,[{'target': 'respiratory chain inhibitor BC-I complex'}],myxothiazol,['npatlas:1854'],,,487.196333916,C25H33N3O3S2
0,,,,CCC[C@@H]1OC(=O)[C@@H](C)C[C@H](C)CCCCC(=O)CCCC(CC)\C=C\C=C(COC)\CC[C@@H](O)[C@@H](O)C[C@H](O)CNC1=O,,,myxovirescin A1,['npatlas:423'],,,623.4397179119999,C35H61NO8
0,,,,COC(=O)\C(=C\C)\C=C(/C)\C=C\C=C\C=C(/C)C(=O)[C@]12O[C@H]1[C@@](O)(CCO)NC2=O,,,NG-391,['npatlas:4762'],,,417.178752204,C22H27NO7
0,,,,CCCCCCCCCC(C(C)C(=O)NC1CCCCN(C1=O)O)OC(=O)C(CCCCN(C(=O)C)O)NC(=O)C2=C(OC(=C3C=CC=CC3=O)N2)C,,,nocobactin NA,['pubchem:102002485'],,,743.4105430239999,C38H57N5O10
0,,,,CCCC(=O)N[C@@H](C(C)C)C(=O)NC1COC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)C2C[C@H](C)CN2C1=O,,,nostopeptolide A2,['npatlas:15196'],,,1066.569897176,C52H78N10O14
0,,,,CC[C@@H](C)[C@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](O)[C@@H](C[C@H](O)CCCC2=CC=CC=C2)NC(=O)[C@@H]2CCCN2C1=O,,,nostophycin,"['npatlas:16836', 'chemspider:8899707']",,,888.474540248,C46H64N8O10
0,,,,[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=C(O)C2=C(C[C@@]([H])(C)OC2=O)C(Cl)=C1)C(O)=O,,,ochratoxin A,"['npatlas:16066', 'pubchem:442530']",,,403.0822649759999,C20H18ClNO6
0,,,,C/C/1=C/C/C=C(\CCC2CC(C(O2)C(/C=C(\C)/CC(=O)O)O)OC(=O)CC1OC(=O)C)/Cl,,,oocydin A,['pubchem:15978563'],,,470.17074563199986,C23H31ClO8
0,,,,,,,oocydin A,,,,,
0,,,,,,,paenilamicin,,,,,
0,,['Cytotoxic'],,CC/C=C(OC)/C(N[C@@H](C)/C=C(C)/C=C(C)/C=C/C[C@@H]([C@H]1OC([C@H](C)C[C@@H]1C)=O)C)=O,,,pellasoren,,,[M+H]+,431.30355879199993,C26H41NO4
0,,['Antifungal'],[{'moiety': 'Lipid'}],[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)CCN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CC(N)=O)NC(=O)CCCCCCCC[C@@H](C)C[C@@H](C)CC)[C@@H](C)O,[],[{'target': 'Glucan synthase'}],pneumocandin B0,"['npatlas:13799', 'pubchem:5742645']","['NMR', 'Mass spectrometry']",,1064.5641431000001,C50H80N8O17
1,,['Antifungal'],,[H][C@@]12C[C@@H](O)CN1C(=O)[C@@]([H])(NC(=O)[C@@H](C[C@@H](O)[C@@H](O)NC(=O)[C@]1([H])[C@@H](O)[C@@H](C)CN1C(=O)[C@@]([H])(NC(=O)[C@@]([H])(NC2=O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CC(N)=O)NC(=O)CCCCCCCC[C@@H](C)C[C@@H](C)CC)[C@@H](C)O,"['cyclo[threonyl-(4-hydroxyprolyl)-(3', '4-dihydroxyhomotyrosyl)-(3-hydroxyglutaminyl)-(3-hydroxy-4-methylprolyl)-ngamma-(4', '5-dihydroxyornithine)]-nalpha-(10', '12-dimethyltetradecanoylamide); n-[[(1r)-3-amino-1-hydroxy-3-oxo-propyl]-[(2r)-1', '2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-tetrahydroxy-[(1r)-1-hydroxyethyl]-methyl-hexaoxo-[?]yl]-10', '12-dimethyl-tetradecanamide']",[{'target': 'Glucan synthase'}],pneumocandin A0,"['npatlas:1123', 'pubchem:456419']","['NMR', 'Mass spectrometry']",,1078.579793164,C51H82N8O17
0,,,,[H][C@]1(NC(=O)[C@@](C)(O)[C@@]2(O)CC[C@H](C[C@@H](C)CC)[C@@H](CC)O2)[C@@H](OC(=O)[C@]([H])(C(C)C)N(O)C(=O)[C@H]2N(CC[C@@]2(C)O)C(=O)[C@H]2C[C@@H](O)CNN2C(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C1=O)C(C)C,,,polyoxypeptin,['npatlas:16176'],,,968.543013732,C45H76N8O15
0,,['Inhibitor'],,CC\C=C/[C@H](O)[C@H](O)C1=C(C)C(=O)[C@@]2(O1)C(O)[C@](NC2=O)(OC)C(=O)C1=CC=CC=C1,['pseurotin a'],[{'target': 'Immunoglobulin E'}],pseurotin,"['npatlas:3544', 'pubchem:9845622']",,,431.15801675999995,C22H25NO8
1,,['Inhibitor'],,CC\C=C\C=C\C1=C(C)C(=O)[C@@]2(O1)[C@@H](O)[C@](O)(CC1=CC=CC=C1)NC2=O,,[{'target': 'Raf-1'}],azaspirene,['npatlas:6799'],,,369.15762283600003,C21H23NO5
0,,['Antibacterial'],"[{'moiety': 'Pyrrole ring', 'subcluster': ['prlK', 'prlS', 'prlJ']}, {'moiety': 'cyclitol', 'subcluster': ['prlA', 'prlU', 'prlX', 'prlW', 'prlV', 'prlB', 'prlG']}]",CO[C@H]1[C@H](O)[C@@H](O)[C@@H](C=C1CO)N1C(Cl)=CC2=C1OC1=C(C(O)=C(Cl)C=C1C)C2=O,,,pyralomicin 1a,"['npatlas:13382', 'pubchem:3072006']",,,455.053857308,C20H19Cl2NO7
0,,,,CC/C(=C\1/C(=O)O[C@@H]([C@@H](C(=O)N[C@H]([C@@H]([C@H](C(=O)O1)C)O)CC2=CN=CC=C2)NC(=O)C3=C(C=CC=N3)O)C)/C,,,pyridomycin,['pubchem:3034101'],,,540.222013984,C27H32N4O8
0,,,,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC,,,rapamycin,"['npatlas:414', 'pubchem:5284616']",,,913.555141588,C51H79NO13
0,,['Cytotoxic'],,[H][C@](O)([C@@]1([H])CCCC=C1)[C@@]12NC(=O)[C@H](CCCl)[C@]1(C)OC2=O,,[{'target': '20S proteasome'}],salinosporamide A,['npatlas:11013'],"['NMR', 'X-ray']",,313.10808579999997,C15H20ClNO4
0,,,,CC[C@H]1C[C@H](C)[C@@]2(NC1=O)O[C@@H](C[C@H](O)[C@@H](C)CC\C=C\C=C(/C)[C@@H]1C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CC(O)=CC=C3)C(=O)N3CCC[C@H](N3)C(=O)O1)[C@H](C)[C@H](O)[C@@H]2C,,,sanglifehrin A,"['npatlas:14131', 'pubchem:5388925']",,,1089.6613379720002,C60H91N5O13
0,,,,,,,SGR PTMs,,,,,
0,,,,C[C@@H]1C(C(=O)[C@]2(O1)C[C@@H]3[C@]([C@@H]2OC(=O)C)(C[C@]45N3C(=O)[C@](N(C4=O)C)(SS5)CO)O)(C)C,,,sirodesmin PL,['pubchem:15608374'],,,486.113058,C20H26N2O8S2
0,,"['Antifungal', 'Cytotoxic', 'Inhibitor']",,[H][C@]12CSSCC\C=C\C(CC(=O)N[C@H](C)C(=O)N1)OC(=O)CC(O)C(NC2=O)C(C)C,,[{'target': 'Histone deacetylases'}],spiruchostatin A,"['npatlas:7276', 'pubchem:60209141']",,,473.16542771199994,C20H31N3O6S2
0,,['Antibacterial'],,C[C@H]1[C@@H]2C=C[C@]3(CO3)[C@@](O2)(O[C@H]1[C@H](C)/C=C(\C)/C=C/C(=O)C4=C(N([C@H](C4=O)[C@H](C)C(=O)NC)[C@@H]5CC[C@@H]([C@@H](O5)C)O)O)C,,[{'target': 'RNA polymerase'}],streptolydigin,,,[M+H]+,600.304680988,C32H44N2O9
0,,,,CC(C)C1/C=C/C(=O)NCC/C=C\C(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O,,,syringolin A,['pubchem:24978526'],,,493.290033968,C24H39N5O6
0,,['Cytotoxic'],,CC1C(C(C(C(O1)OC(C(C2=NC(=CS2)C3=NC(=CS3)C(=O)NCCCC(CC(=O)NCCCNCCCCN)N)O)NC(=O)C(C(C)O)NC(=O)CC(C(C)NC(=O)C(C(C4=CN=CN4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)OC(=O)N)O)NC(=O)C7=C(C(=NC(=N7)C(CC(=O)N)NCC(C(=O)N)N)N)C)O)O)O)N,,[{'target': 'DNA and RNA'}],tallysomycin A,['pubchem:430602'],,,1730.7352182599984,C68H110N22O27S2
0,,,"[{'moiety': '2-pyridone', 'subcluster': ['tens', 'tenc', 'tena']}]",CCC(C)\C=C(/C)\C=C\C(=O)C1=C(O)C(=CN(O)C1=O)C1=CC=C(O)C=C1,,,tenellin,"['npatlas:5743', 'chemspider:10207541']",,,369.157622836,C21H23NO5
0,,['Inhibitor'],,CCCCCC\C=C/CC(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CO)[C@@H](O)CC(=O)N[C@@H](C(C)C)C(=O)N[C@H]1COC(=O)[C@H](CC2=CC=C(O)C=C2)N(C)C(=O)[C@@H](NC(=O)\C=C\1)C(C)C,,[{'target': 'Human calpain 1 protease'}],thalassospiramide A,"['npatlas:1933', 'chemspider:17214520']",,,957.5422854600001,C48H75N7O13
0,,['Antibacterial'],,CCCCCC\C1=C/C2=CSC(=N2)C(C)C(O)CC(O)\C=C\C=C/CC(OC1=O)C(O)C(O)C(C)C(O)C(\C)=C\C(\C)=C\C,,,thuggacin A,['npatlas:9721'],,,631.3542740359999,C35H53NO7S
0,,['Antibacterial'],,C[C@H]1[C@@H]2C(=O)[C@H]3[C@](O3)([C@@](O2)(O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=O)C4=C(NCC4=O)O)C)C,,,tirandamycin,,,[M+H]+,417.178752204,C22H27NO7
0,,,,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)C1=NC(=CS1)C(=O)NC(CC(C)C(O)=O)CC1=CC=C(O)C=C1)C(C)C,,,tubulysin A,['npatlas:16692'],,,843.4452142800001,C43H65N5O10S
0,,['Antibacterial'],,CC(C)CC(C1CC2=C(C(=CC=C2)O)C(=O)O1)NC(=O)C(C(C(CCCN=C(N)N)N)O)O,,,xenocoumacin 1,['pubchem:163752'],,,465.25873384000005,C22H35N5O6
1,,['Antibacterial'],,CC(C)CC(NC(=O)C(O)C(O)C1CCCN1)C1CC2=C(C(=O)O1)C(O)=CC=C2,,,xenocoumacin II,"['npatlas:15250', 'pubchem:129089']",,,406.21038667999994,C21H30N2O6
0,,,,C[C@@]1(CSC(=N1)C(C)(C)[C@@H]([C@@H]2CSC(N2)[C@H]3CS/C(=C/4\C=CC=CC4=O)/N3)O)C(=O)O,,,yersiniabactin,['pubchem:5462519'],,,481.11636934399996,C21H27N3O4S3
0,,['Antibacterial'],"[{'moiety': 'Polyamino alcohol', 'subcluster': ['CCM44330.1', 'CCM44331.1', 'CCM44332.1', 'CCM44333.1', 'CCM44334.1']}]",CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(=O)CC(O)CC(O)C(N)C(C)C,,,zeamine,['npatlas:9575'],,,840.8119058080001,C49H104N6O4
1,,['Antibacterial'],"[{'moiety': 'Polyamino alcohol', 'subcluster': ['CCM44330.1', 'CCM44331.1', 'CCM44332.1', 'CCM44333.1', 'CCM44334.1']}]",CCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(N)CCCCCCCC(O)CCNC(CC(O)C(N)C(C)C)=O,,,zeamine I,,,[M+H]+,796.7856910600001,C47H100N6O3
