,compounds,ncbi_tax_id,organism_name,file
1060,"[{'chem_struct': 'N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](\\C=C/CP(O)(O)=O)C(O)=O', 'compound': 'rhizocticin A', 'database_id': ['npatlas:17327'], 'mol_mass': 351.1307700539999, 'molecular_formula': 'C11H22N5O6P'}]",703612,Bacillus subtilis subsp. spizizenii ATCC 6633,mibig_json_2.0/BGC0000926.json
598,[{'compound': 'T3 toxin'}],398006,Cylindrospermopsis raciborskii T3,mibig_json_2.0/BGC0000928.json
834,"[{'chem_struct': 'CN1N=CN=C2C(=O)N(C)C(=O)N=C12', 'compound': 'xanthothricin', 'database_id': ['npatlas:4485'], 'mol_mass': 193.059974464, 'molecular_formula': 'C7H7N5O2'}]",337,Burkholderia glumae,mibig_json_2.0/BGC0000929.json
1012,"[{'chem_struct': 'CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)CO', 'compound': 'deoxynivalenol', 'database_id': ['pubchem:40024'], 'mol_mass': 296.125988, 'molecular_formula': 'C15H20O6'}]",5518,Fusarium graminearum,mibig_json_2.0/BGC0000930.json
527,[{'compound': 'tropodithietic acid'}],391619,Phaeobacter inhibens DSM 17395,mibig_json_2.0/BGC0000932.json
909,"[{'chem_struct': 'C[C@H]([C@@H](C(=O)O)NC(=O)C1=CC2=C(C=C1)O[C@@]([C@H](C2)O)(C)CCC=C(C)C)O', 'compound': 'xiamenmycin A', 'database_id': ['pubchem:71510876'], 'mol_mass': 391.199487648, 'molecular_formula': 'C21H29NO6'}]",408015,Streptomyces xiamenensis,mibig_json_2.0/BGC0000933.json
176,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'CC(=O)N1C2=CC=CC=C2NC2=C1C=CC=C2C(O)=O', 'compound': '5-acetyl-5,10-dihydrophenazine-1-carboxylic acid', 'database_id': ['npatlas:14023'], 'mol_mass': 268.084792244, 'molecular_formula': 'C15H12N2O3'}, {'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'OCC(=O)N1C2=CC=CC=C2NC2=C1C=CC=C2C(O)=O', 'compound': '5-(2-hydroxyacetyl)-5,10-dihydrophenazine-1-carboxylic acid', 'database_id': ['npatlas:13457'], 'mol_mass': 284.079706864, 'molecular_formula': 'C15H12N2O4'}, {'chem_acts': ['Antibacterial'], 'chem_struct': 'C\\C(CO)=C/CC1=CC=CC2=NC3=CC=CC(C(O)=O)=C3N=C12', 'compound': 'endophenazine A1', 'database_id': ['npatlas:18141'], 'mol_mass': 308.116092372, 'molecular_formula': 'C18H16N2O3'}, {'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'CC(C)=CCN1C2=CC=CC(C(O)=O)=C2N=C2C(CC=C(C)C)=CC(=O)C=C12', 'compound': 'endophenazine F', 'database_id': ['npatlas:15423'], 'mol_mass': 376.17869262799996, 'molecular_formula': 'C23H24N2O3'}, {'chem_acts': ['Antibacterial', 'Antifungal'], 'chem_struct': 'CC(C)(O)\\C=C\\C1=CC=CC2=NC3=CC=CC(C(O)=O)=C3N=C12', 'compound': 'endophenazine G', 'database_id': ['npatlas:11461'], 'mol_mass': 308.116092372, 'molecular_formula': 'C18H16N2O3'}]",1485014,Kitasatospora sp. HKI 714,mibig_json_2.0/BGC0000934.json
298,"[{'chem_acts': ['Pigment'], 'chem_moieties': [{'moiety': '6-methylsalicylic acid', 'subcluster': ['AFB35628.1', 'AFB35629.1']}, {'moiety': 'phenazine', 'subcluster': ['AFB35618.1', 'AFB35620.1', 'AFB35622.1', 'AFB35627.1', 'AFB35626.1', 'AFB35633.1', 'AFB35632.1', 'AFB35631.1']}], 'chem_struct': 'CC1C2=C3C(=CC=C2)NC4=C(C=CC=C4N3C5=C1C6=NC7=C(C=CC=C7N=C6C(=C5)C(=O)O)C(C)OC(=O)C8=C(C=CC=C8O)C)C(=O)O', 'compound': 'esmeraldin', 'database_id': ['pubchem:443757'], 'mol_mass': 652.1957992360001, 'molecular_formula': 'C38H28N4O7'}]",1890,Streptomyces antibioticus,mibig_json_2.0/BGC0000935.json
1633,"[{'chem_struct': 'CN1C2=CC=CC=C2N=C2C(=O)C=CC=C12', 'compound': 'pyocyanine', 'database_id': ['npatlas:489', 'pubchem:6817'], 'mol_mass': 210.07931294, 'molecular_formula': 'C13H10N2O'}]",208964,Pseudomonas aeruginosa PAO1,mibig_json_2.0/BGC0000936.json
1720,"[{'chem_acts': ['Antifungal'], 'chem_moieties': [{'moiety': 'Hydrazine', 'subcluster': ['agz93907.1', 'agz93908.1', 'agz93909.1', 'agz93910.1', 'agz93911.1', 'agz93912.1', 'agz93913.1']}], 'chem_struct': 'CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)NN(C)[P+](C(C(=O)OC)O)(O)[O-])N', 'compound': 'fosfazinomycin A', 'database_id': ['pubchem:101613178'], 'evidence': ['NMR', 'Mass spectrometry'], 'mol_mass': 453.2100829939999, 'molecular_formula': 'C15H32N7O7P'}]",1415555,Streptomyces sp. WM6372,mibig_json_2.0/BGC0000937.json
67,"[{'chem_acts': ['Antibacterial', 'Inhibitor'], 'chem_moieties': [{'moiety': 'Epoxide', 'subcluster': ['ACG70827.1']}, {'moiety': 'Phosphonate', 'subcluster': ['ACG70831.1']}], 'chem_struct': 'C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Na+].[Na+]', 'chem_targets': [{'target': 'UDP-GlcNAc enolpyruvyltransferase (MurA)'}], 'compound': 'fosfomycin', 'database_id': ['pubchem:73491'], 'mol_mass': 181.97208382999997, 'molecular_formula': 'C3H5Na2O4P'}]",1906,Streptomyces fradiae,mibig_json_2.0/BGC0000938.json
420,"[{'chem_struct': 'CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O', 'compound': 'aerobactin', 'database_id': ['pubchem:123762'], 'mol_mass': 564.2278872119998, 'molecular_formula': 'C22H36N4O13'}]",673,Grimontia hollisae,mibig_json_2.0/BGC0000939.json
1853,"[{'chem_struct': 'CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN', 'compound': 'desferrioxamin B', 'database_id': ['npatlas:9012'], 'mol_mass': 560.353362496, 'molecular_formula': 'C25H48N6O8'}, {'chem_acts': ['Siderophore'], 'chem_struct': 'C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O', 'chem_synonyms': ['nocardamine', 'deferrioxamine e'], 'compound': 'desferrioxamine E', 'database_id': ['pubchem:161532'], 'mol_mass': 600.3482771160001, 'molecular_formula': 'C27H48N6O9'}]",100226,Streptomyces coelicolor A3(2),mibig_json_2.0/BGC0000940.json
1482,"[{'chem_struct': 'CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN', 'compound': 'desferrioxamin B', 'database_id': ['npatlas:9012'], 'mol_mass': 560.353362496, 'molecular_formula': 'C25H48N6O8'}]",455632,Streptomyces griseus subsp. griseus NBRC 13350,mibig_json_2.0/BGC0000941.json
407,"[{'chem_acts': ['Siderophore'], 'chem_struct': 'OC(=O)C(O)(CC(=O)NCCCCNCCCNC(=O)C1=CC=C(O)C(O)=C1)CC(=O)NCCCCNCCCNC(=O)C1=CC=C(O)C(O)=C1', 'compound': 'petrobactin', 'database_id': ['npatlas:10109'], 'mol_mass': 718.35375642, 'molecular_formula': 'C34H50N6O11'}]",198094,Bacillus anthracis str. Ames,mibig_json_2.0/BGC0000942.json
86,[{'compound': 'staphylobactin'}],93061,Staphylococcus aureus subsp. aureus NCTC 8325,mibig_json_2.0/BGC0000943.json
771,"[{'chem_acts': ['Siderophore'], 'chem_moieties': [{'moiety': 'citric acid'}, {'moiety': 'L-ornithine'}], 'chem_struct': 'C(C[C@H](C(=O)[O-])NC(=O)CC(CC(=O)[O-])(C(=O)[O-])O)CNC(=O)CC(CC(=O)[O-])(C(=O)[O-])O', 'chem_targets': [{'target': 'Iron'}], 'compound': 'staphyloferrin A', 'mass_spec_ion_type': '[M-H]-', 'mol_mass': 475.0863711875499, 'molecular_formula': 'C17H19N2O14-5'}]",93061,Staphylococcus aureus subsp. aureus NCTC 8325,mibig_json_2.0/BGC0000944.json
1274,"[{'chem_struct': 'C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O', 'compound': 'vibrioferrin', 'database_id': ['pubchem:197680'], 'mol_mass': 434.1172741439999, 'molecular_formula': 'C16H22N2O12'}]",670,Vibrio parahaemolyticus,mibig_json_2.0/BGC0000946.json
1112,"[{'chem_struct': 'C[C@@H](C(=O)NCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O)N1C(=O)CC[C@]1(C(=O)O)O', 'compound': 'vibrioferrin', 'database_id': ['pubchem:197680'], 'mol_mass': 434.1172741439999, 'molecular_formula': 'C16H22N2O12'}]",663,Vibrio alginolyticus,mibig_json_2.0/BGC0000947.json
902,"[{'chem_acts': ['agonist of CD1d-restricted natural killer T (iNKT) cells'], 'chem_struct': 'CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O', 'chem_targets': [{'target': 'CD1d'}], 'compound': 'α-galactosylceramide', 'database_id': ['pubchem:2826713'], 'mol_mass': 857.7319837480001, 'molecular_formula': 'C50H99NO9'}]",272559,Bacteroides fragilis NCTC 9343,mibig_json_2.0/BGC0000948.json
536,"[{'chem_struct': 'O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(N[C@H](C)CCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O', 'compound': 'A-500359 A', 'mol_mass': 583.212571496, 'molecular_formula': 'C24H33N5O12'}, {'chem_struct': 'O[C@@H]1[C@H](OC)[C@@]([H])([C@H](C(N)=O)O[C@H]2OC(C(N[C@@H]3C(NCCCC3)=O)=O)=C[C@H](O)[C@@H]2O)O[C@H]1N(C=C4)C(NC4=O)=O', 'compound': 'A-500359 B', 'mol_mass': 569.196921432, 'molecular_formula': 'C23H31N5O12'}]",1911,Streptomyces griseus,mibig_json_2.0/BGC0000949.json
1319,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4CN3)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O', 'chem_synonyms': ['mureidomycin f'], 'chem_targets': [{'target': 'translocase I'}], 'compound': 'napsamycin A', 'database_id': ['pubchem:3037825'], 'mol_mass': 852.311239976, 'molecular_formula': 'C39H48N8O12S'}, {'chem_acts': ['Antibacterial'], 'chem_struct': 'CSCCC(C(NC(C(N/C=C1CC(C(N2C=CC(NC2=O)=O)O/1)O)=O)C(N(C(C3CC4=CC(O)=CC=C4C(N3)C)=O)C)C)=O)NC(NC(C(O)=O)CC5=CC=CC(O)=C5)=O', 'chem_targets': [{'target': 'translocase I'}], 'compound': 'napsamycin B', 'database_id': ['pubchem:3037710'], 'mol_mass': 866.3268900400001, 'molecular_formula': 'C40H50N8O12S'}, {'chem_struct': 'CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2CN1)C(=O)N\\C=C1\\CC(O)C(O1)N1CCC(=O)NC1=O', 'compound': 'napsamycin C', 'database_id': ['npatlas:1280'], 'mol_mass': 854.32689004, 'molecular_formula': 'C39H50N8O12S'}, {'chem_struct': 'CSCCC(NC(=O)NC(CC1=CC=CC(O)=C1)C(O)=O)C(=O)NC(C(C)N(C)C(=O)C1CC2=CC(O)=CC=C2C(C)N1)C(=O)N\\C=C1\\CC(O)C(O1)N1CCC(=O)NC1=O', 'compound': 'napsamycin D', 'database_id': ['npatlas:12755'], 'mol_mass': 868.3425401039999, 'molecular_formula': 'C40H52N8O12S'}, {'chem_acts': ['Antibacterial'], 'chem_struct': 'CC([C@H](C(=O)N/C=C/1\\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N', 'chem_targets': [{'target': 'translocase I'}], 'compound': 'mureidomycin A', 'database_id': ['pubchem:3037004'], 'mol_mass': 842.3268900400002, 'molecular_formula': 'C38H50N8O12S'}, {'chem_acts': ['Antibacterial'], 'chem_struct': 'CC([C@H](C(=O)N/C=C/1\\CC(C(O1)N2CCC(=O)NC2=O)O)NC(=O)[C@H](CCSC)NC(=O)NC(CC3=CC(=CC=C3)O)C(=O)O)N(C)C(=O)[C@H](CC4=CC(=CC=C4)O)N', 'chem_targets': [{'target': 'translocase I'}], 'compound': 'mureidomycin B', 'database_id': ['pubchem:101627952', 'pubchem:3037873'], 'mol_mass': 842.3268900400002, 'molecular_formula': 'C38H50N8O12S'}]",991132,Streptomyces sp. DSM 5940,mibig_json_2.0/BGC0000950.json
1061,"[{'chem_struct': 'O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O', 'compound': 'pacidamycin 1', 'mol_mass': 874.3609670400001, 'molecular_formula': 'C41H50N10O12'}, {'chem_struct': 'C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\\C=C1\\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O', 'compound': 'pacidamycin 2', 'mol_mass': 835.3500680080001, 'molecular_formula': 'C39H49N9O12'}, {'chem_struct': 'C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\\C=C1\\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O', 'compound': 'pacidamycin 3', 'mol_mass': 851.3449826280001, 'molecular_formula': 'C39H49N9O13'}, {'chem_struct': 'O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O', 'compound': 'pacidamycin 4', 'mol_mass': 803.3238532600001, 'molecular_formula': 'C38H45N9O11'}, {'chem_struct': 'O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O', 'compound': 'pacidamycin 5', 'mol_mass': 764.312954228, 'molecular_formula': 'C36H44N8O11'}, {'chem_struct': 'O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC(CN)=O)=O)C)=O', 'compound': 'pacidamycin 6', 'mol_mass': 860.345316976, 'molecular_formula': 'C40H48N10O12'}, {'chem_struct': 'O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)NC(CN)=O)=O)C)=O', 'compound': 'pacidamycin 7', 'mol_mass': 821.3344179439999, 'molecular_formula': 'C38H47N9O12'}, {'chem_struct': 'CC(N)C(=O)N(C)C(C)C(NC(=O)C(C)NC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O)C(=O)N\\C=C1\\CC(O)C(O1)N1C=CC(=O)NC1=O', 'compound': 'pacidamycin D', 'database_id': ['npatlas:13130', 'pubchem:56590296', 'chemspider:28529549'], 'mol_mass': 711.297638512, 'molecular_formula': 'C32H41N9O10'}]",116188,Streptomyces coeruleorubidus,mibig_json_2.0/BGC0000951.json
715,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'C[C@H]1O[C@H](CC[C@@H]1O[C@H]1O[C@H](C)[C@H]([C@H](O)[C@H]1O)N(C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)[C@@](C)(N)CO)C=C2)=NC1=O', 'chem_targets': [{'target': 'RNA polymerase'}], 'compound': 'amicetin', 'database_id': ['npatlas:2444', 'pubchem:221187'], 'mol_mass': 618.3013269240001, 'molecular_formula': 'C29H42N6O9'}]",67376,Streptomyces vinaceusdrappus,mibig_json_2.0/BGC0000953.json
353,"[{'chem_struct': 'CO\\C(C)=C\\C(=O)N(C)C\\C=C\\CC\\C=C/C=C\\CC(=C)C1=NC(C[C@H](C)[C@@H]2OC(=O)C3=C(O)C(C)=CC=C3[C@H]2O)=CO1', 'compound': 'ajudazol A', 'database_id': ['npatlas:8161'], 'mol_mass': 590.2992016840001, 'molecular_formula': 'C34H42N2O7'}]",52,Chondromyces crocatus,mibig_json_2.0/BGC0000954.json
129,"[{'chem_acts': ['Antibacterial'], 'chem_moieties': [{'moiety': 'N-Oxime', 'subcluster': ['CCA29200.1']}], 'chem_struct': 'COC1=CC(=O)N(C1)C(=O)C2CSC(=N2)C(CO)NC(=O)C3=CSC(=CN=O)N3', 'chem_synonyms': ['matamycin'], 'chem_targets': [{'target': 'ribosome'}], 'compound': 'althiomycin', 'database_id': ['pubchem:5464477', 'chemspider:4576669'], 'mol_mass': 439.06202526400006, 'molecular_formula': 'C16H17N5O6S2'}]",34,Myxococcus xanthus,mibig_json_2.0/BGC0000955.json
1904,"[{'chem_acts': ['Antibacterial'], 'chem_struct': 'C\\C=C\\C=C\\C=C\\C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@H](C)C(=O)NC1=O)C1=CC=CC=C1', 'chem_targets': [{'target': 'beta-subunit of acetyl-CoA carboxylase'}], 'compound': 'andrimid', 'database_id': ['npatlas:15339', 'pubchem:636857'], 'mol_mass': 479.24202115599996, 'molecular_formula': 'C27H33N3O5'}]",549,Pantoea agglomerans,mibig_json_2.0/BGC0000956.json
1431,"[{'chem_struct': 'COC1CC(=O)NC2=CC(=O)C=C(CC\\C=C(C)/C(O)C(C)C(C\\C=C\\C=C\\C=C\\1)OC(=O)C(C)NC(=O)C1CCCCC1)C2=O', 'compound': 'mycotrienin I', 'database_id': ['npatlas:8547'], 'mol_mass': 636.3410664959999, 'molecular_formula': 'C36H48N2O8'}]",1245512,Streptomyces sp. XZQH13,mibig_json_2.0/BGC0000957.json
255,"[{'chem_acts': ['Antifungal', 'Cytotoxic'], 'chem_moieties': [{'moiety': '3-formamidosalicylate', 'subcluster': ['strs4_010100010947', 'strs4_010100010952', 'strs4_010100010957', 'strs4_010100010962', 'strs4_010100010967', 'strs4_010100010972', 'strs4_010100010977', 'strs4_010100010987', 'strs4_010100010992']}], 'chem_struct': 'CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C', 'chem_synonyms': ['antipiricullin', 'fintrol', 'virosin'], 'chem_targets': [{'target': 'Bcl-XL'}, {'target': 'cytochrome C reductase'}], 'compound': 'antimycin', 'database_id': ['pubchem:14957'], 'mol_mass': 548.2733808599999, 'molecular_formula': 'C28H40N2O9'}]",889487,Streptomyces sp. S4,mibig_json_2.0/BGC0000958.json
230,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CC[C@H](C)C[C@H](C)C(=O)C1=C(C(=CNC1=O)C2=CC=C(C=C2)O)O', 'compound': 'aspyridone A', 'database_id': ['pubchem:54710080'], 'mol_mass': 329.162708216, 'molecular_formula': 'C19H23NO4'}]",227321,Aspergillus nidulans FGSC A4,mibig_json_2.0/BGC0000959.json
1706,"[{'chem_struct': '[H][C@@]12CN1\\C([C@@H](OC(C)=O)[C@@H]2O)=C(\\NC(=O)[C@@H](OC(=O)C1=C2C=CC=C(C)C2=CC(OC)=C1)[C@]1(C)CO1)C(=O)N\\C(=C\\O)C(C)=O', 'compound': 'azinomycin B', 'database_id': ['npatlas:11599', 'pubchem:3032396'], 'mol_mass': 623.211508876, 'molecular_formula': 'C31H33N3O11'}]",285525,Streptomyces sahachiroi,mibig_json_2.0/BGC0000960.json
1642,"[{'chem_struct': '[H][C@@](C)(N)C(=O)N[C@@H]1[C@]2([H])[C@@H](O)[C@H](O)CC(O)=C2C(=O)O[C@]1(C)C(Cl)Cl', 'compound': 'bactobolin', 'database_id': ['npatlas:5764', 'pubchem:54676871'], 'mol_mass': 382.06984172, 'molecular_formula': 'C14H20Cl2N2O6'}]",271848,Burkholderia thailandensis E264,mibig_json_2.0/BGC0000961.json
316,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CO\\C(CC(C)C(Cl)(Cl)Cl)=C\\C(=O)N(C)C(CC1=CC=CC=C1)C1=NC=CS1', 'compound': 'barbamide', 'database_id': ['npatlas:18714'], 'mol_mass': 460.054582016, 'molecular_formula': 'C20H23Cl3N2O2S'}]",158786,Lyngbya majuscula,mibig_json_2.0/BGC0000962.json
166,"[{'chem_acts': ['Cytotoxic'], 'chem_struct': 'CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O', 'chem_targets': [{'target': 'DNA'}], 'compound': 'bleomycin', 'database_id': ['pubchem:84068'], 'mol_mass': 1414.51843212809, 'molecular_formula': 'C55H84N17O21S3+'}]",29309,Streptomyces verticillus,mibig_json_2.0/BGC0000963.json
917,"[{'chem_acts': ['Cytotoxic'], 'chem_moieties': [{'moiety': 'Disulfide bridge', 'subcluster': ['yp_442880', '3850100']}], 'chem_struct': 'O=C(NC(C(C)C)C(O)CC1=O)C(CSSCC/C=C/C2O1)NC(C(NC(C2)=O)CCSC)=O', 'chem_synonyms': ['thailandepsin c'], 'chem_targets': [{'target': 'Histone deactylase inhibitor (HDAC)'}], 'compound': 'burkholdac A', 'mass_spec_ion_type': 'M+', 'mol_mass': 533.16879884, 'molecular_formula': 'C22H35N3O6S3'}]",271848,Burkholderia thailandensis E264,mibig_json_2.0/BGC0000964.json
514,"[{'chem_acts': ['Antibacterial', 'Cytotoxic'], 'chem_moieties': [{'moiety': 'Benzoxazolinate', 'subcluster': ['aal06663', 'aal06664', 'aal06665', 'aal06666', 'aal06673', 'aal06683', 'aal06684']}], 'chem_struct': 'COC1=CC2=C(NC(=O)C(=C)O2)C(=C1)C(=O)OC1COC(=O)CC(N)C2=CC(O)=C(OC3C#CC=C1C#CC1=CC=C[C@]31O[C@@H]1OC(C)(C)[C@H](C(O)C1O)N(C)C)C(Cl)=C2', 'chem_synonyms': ['lidamycin', 'c-1027 chromophore'], 'chem_targets': [{'target': 'DNA'}], 'compound': 'C-1027', 'database_id': ['npatlas:18592', 'pubchem:5281917'], 'mol_mass': 843.2406160840001, 'molecular_formula': 'C43H42ClN3O13'}]",1908,Streptomyces globisporus,mibig_json_2.0/BGC0000965.json
1361,"[{'chem_struct': 'COC1=CC(\\C=N\\O)=NC(=C1)C1=NC=CC=C1', 'compound': 'caerulomycin A', 'database_id': ['npatlas:15275', 'pubchem:5381230'], 'mol_mass': 229.085126592, 'molecular_formula': 'C12H11N3O2'}]",1074250,Actinoalloteichus sp. WH1-2216-6,mibig_json_2.0/BGC0000966.json
1031,"[{'chem_acts': ['Cytotoxic'], 'chem_moieties': [{'moiety': 'terminal nitrile '}, {'moiety': 'spiroacetal'}, {'moiety': 'phosphate', 'subcluster': ['BAP05581.1', 'BAP05582.1', 'BAP05585.1']}], 'chem_struct': 'C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\\C)/C(=C/C=C/C(=C\\C#N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O', 'chem_targets': [{'target': 'inhibition of protein phosphatase 1 and 2A'}], 'compound': 'calyculin A', 'database_id': ['pubchem:5311365'], 'mol_mass': 1008.543604522, 'molecular_formula': 'C50H81N4O15P'}, {'chem_acts': ['Cytotoxic'], 'chem_moieties': [{'moiety': 'terminal nitrile '}, {'moiety': 'pyrophosphate ', 'subcluster': ['BAP05581.1']}], 'chem_struct': 'COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](OP(O)(OP(O)(O)=O)=O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\\[N+]#[C-])O3)O2)=CO1)=O', 'compound': 'phosphocalyculin A', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 1088.5099350440003, 'molecular_formula': 'C50H82N4O18P2'}, {'chem_acts': ['Cytotoxic'], 'chem_moieties': [{'moiety': 'spiroacetal'}, {'moiety': 'phosphate', 'subcluster': ['BAP05581.1', 'BAP05582.1', 'BAP05585.1']}], 'chem_struct': 'C[C@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)/C=C(\\C)/C(=C/C=C/C(=C/C(=O)N)/C)/C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1C/C=C/C3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O', 'compound': 'calyculinamide A', 'database_id': ['pubchem:10011292', 'chemspider:10476583'], 'mol_mass': 1026.554169206, 'molecular_formula': 'C50H83N4O16P'}, {'chem_acts': ['Cytotoxic'], 'chem_moieties': [{'moiety': 'spiroacetal'}, {'moiety': 'terminal nitrile '}], 'chem_struct': 'COC[C@H](N(C)C)[C@H](O)[C@H](O)C(NCC[C@H](C)C1=NC(/C=C/C[C@H]2[C@@H](C)[C@H](O)CC3(C(C)(C)[C@@H](O)[C@@H]([C@@H](OC)C[C@H](O)[C@H](C)[C@H](O)[C@H](C)/C=C(C)/C(C)=C/C=C/C(C)=C\\[N+]#[C-])O3)O2)=CO1)=O', 'compound': 'dephosphonocalyculin A', 'mass_spec_ion_type': '[M+H]+', 'mol_mass': 928.577274, 'molecular_formula': 'C50H80N4O12'}]",312019,uncultured Candidatus Entotheonella sp.,mibig_json_2.0/BGC0000967.json
